ID,SpentAmount,Description,EventID
671,4429.52,This serious though long detail tonight rock.,660
672,3457.33,Relate these final tonight.,637
673,3374.38,Unit training my tonight picture.,100
674,420.74,Politics military able.,991
675,371.11,Visit risk ten bring behavior particular.,165
676,4614.56,Long drive office itself any.,509
677,986.23,Land wait president many seat service this.,441
678,2524.68,Seven class someone off.,152
679,373.42,Mouth fact thus wall.,397
680,999.68,Evening hour bring pull them author.,488
681,4088.71,President new spring character agree.,308
682,4423.19,Public top each why politics chair field too.,498
683,1864.94,Tend act space threat.,631
684,1609.09,Message build father source laugh value teach son.,232
685,4164.83,Difficult seem everything wonder there.,458
686,1793.32,Likely professional cause night just.,505
687,4639.14,Cell fish never sport simple capital.,428
688,2086.16,Have win month help.,803
689,601.97,Investment money crime station.,458
690,2576.32,Woman specific citizen nature hope.,204
691,4382.24,Imagine employee program also institution manager visit long.,79
692,4159.95,Economy expert central make there drug may.,29
693,4280.42,Upon nearly very yes international ago.,275
694,2914.96,Them stock in little still night protect.,898
695,479.33,Eat force see music few like success.,378
696,4307.18,Possible one benefit smile garden can.,926
697,1964.11,Side drive usually.,644
698,3230.21,Develop score modern.,152
699,2897.59,Win national nor feel media.,363
700,1372.2,Fear weight direction wear quickly play.,211
701,1872.25,Participant office blue.,824
702,3109.29,Director street time American.,256
703,328.52,Tough very out mouth anything few specific sound.,274
704,1085.29,Lot possible way wind start stock structure view.,526
705,1676.65,Me country skill return source strategy fire.,952
706,4140.12,Worker relate once avoid point summer laugh.,318
707,729.76,Weight he bed north.,511
708,2932.01,Authority if situation last anyone avoid language.,230
709,4748.86,Business section wrong glass.,216
710,1241.15,Available necessary sea account spend seven drop.,124
711,986.64,Easy model draw she thought financial.,408
712,2565.71,Look management or create so thing leader.,878
713,3540.67,Dog pay improve will together.,471
714,1023.31,Four dark energy community evidence daughter stuff.,762
715,2750.13,Development wait serve type moment while already rule.,842
716,1038.01,Prevent although policy loss.,255
717,3622.57,Democratic race that role wrong outside prepare.,426
718,1967.72,Wear wish hand live herself.,764
719,1059.76,Approach method we.,119
720,4828.16,Treatment end stage identify benefit them.,943
721,2483.4,Back low different serious board modern voice.,592
722,1533.08,Work deal however per company field resource.,284
723,3870.95,Event body over someone role catch although weight.,564
724,2288.21,Turn break science anything.,574
725,3645.68,Quite sell security sign trial authority space.,305
726,1227.7,Something yeah know budget.,544
727,3963.49,Eat decide protect work despite radio present.,744
728,373.61,Really resource identify maybe my your.,892
729,4081.54,Film else event sport.,1000
730,1609.94,If personal nothing hand article tax research.,836
731,3861.37,Feel hour one.,940
732,4130.27,Yard consider note attorney such.,911
733,4914.12,First nearly affect pressure must discuss arrive.,224
734,4027.14,Production imagine sea firm thing.,145
735,2295.13,Season very edge media before indicate.,14
736,4283.68,Customer ten wife continue produce.,627
737,1132.59,Nothing indicate remember officer type.,834
738,3557.91,Pull face ok tax notice decide church economy.,841
739,2040.49,Include able writer mouth piece threat.,604
740,1785.15,Memory accept protect experience.,202
741,1415.37,Away position theory north conference.,128
742,255.95,Miss receive company great its trade thing prove.,358
743,782.93,Police serve spend learn move or then within.,722
744,487.15,Career performance order example weight operation third.,581
745,2801.34,Window night majority lead maybe.,899
746,670.47,Sometimes affect force despite agreement traditional.,492
747,2379.54,Feeling listen tend enjoy record expert enjoy skin.,969
748,3581.9,And partner claim sometimes use.,257
749,3619.88,Year network quite paper exactly notice support.,441
750,763.07,Build always want pressure third tell.,845
751,4592.54,Western American work attention Mrs and.,8
752,4261.82,Present arm fact together television crime vote.,166
753,113.04,But push discussion seem.,909
754,1046.83,Market south effect eight than yeah American.,552
755,2665.34,Benefit either which young star occur unit.,938
756,2116.92,Race interest whom participant test either.,483
757,2560.36,Sometimes out nor short draw once learn.,166
758,813.33,From cold record together.,951
759,4902.17,Girl good population reality exist.,217
760,1590.83,Artist magazine weight edge toward order.,534
761,4811.29,Range from similar behavior final what brother.,655
762,1186.9,Avoid candidate letter and.,486
763,2550.7,Pick read foot concern ten ball near.,67
764,3120.76,Its standard and child.,529
765,4229.11,Produce offer treat nature hotel prepare.,584
766,3261.89,Government upon back.,104
767,3263.28,Size image sort team most order quickly recent.,16
768,1539.92,Arrive great human.,218
769,2411.05,Raise bed speak issue common firm.,529
770,4995.82,Among line again hundred card he.,312
771,3557.79,Huge next idea.,146
772,4460.42,Evening media red race right camera.,45
773,2121.01,Pressure can baby senior international.,116
774,4942.39,My store successful lead federal hundred.,963
775,3819.77,Network result affect shoulder often see indicate.,594
776,2115.07,Whom our out month thank sure need.,639
777,3461.35,By movie activity technology owner activity.,680
778,1361.75,Exactly traditional especially move he simply room.,774
779,1169.19,Same way sort such character finally.,100
780,3296.06,Live back whether speak stand.,398
781,3871.38,After senior until move box take.,167
782,468.97,Car opportunity foot behind interview.,699
783,3342.97,Light poor technology summer shoulder now.,65
784,4908.82,Culture case as laugh outside.,942
785,4246.75,Authority send sign available Republican.,912
786,2507.58,Leg activity power step country represent still.,365
787,4417.18,City cup run.,932
788,3918.28,True account soldier.,462
789,3550.0,Candidate analysis medical her seat.,708
790,1726.17,Certainly let three occur same office.,931
791,4881.85,Knowledge development range direction Mr.,300
792,1392.0,Picture late guess worry ball job.,189
793,3782.49,Red name product term help reality most.,681
794,1080.06,Continue all my former fast.,537
795,1972.59,Growth TV mission product administration either.,169
796,4792.51,Officer plan week treatment this analysis.,921
797,4247.25,Plan religious last eat article total.,238
798,3674.21,Meet city particular treatment pressure include they present.,967
799,3263.23,History must he return represent major.,492
800,1599.72,Another peace majority group.,837
801,4974.51,Science our ask paper hotel bad executive field.,293
802,3331.22,Worry deal according record.,259
803,1761.86,Participant kind against you bed.,297
804,1667.38,Perhaps hair determine like lot call worry try.,902
805,2532.09,Control measure mother.,10
806,4276.56,Assume shake professional beat.,970
807,3625.7,Floor better reason.,521
808,2020.08,Recognize authority reveal hit.,636
809,2023.2,Sense clearly who leader heavy kind read.,502
810,2686.84,Performance someone people.,246
811,2151.89,Laugh have like degree.,538
812,2239.42,Middle born term anyone effort.,526
813,4282.76,Physical nice bank although nature.,741
814,4745.39,Husband identify fast spend thousand represent.,707
815,2185.86,Seem themselves him four what.,469
816,2858.66,Rate ball interest water.,700
817,424.59,About consider beyond strategy significant affect.,89
818,1587.7,Between could today choose hard kitchen police party.,454
819,2903.42,Member fast leave beat lose me.,870
820,717.35,Certain just require meet.,988
821,4076.0,Single mouth wrong learn.,923
822,1642.34,Husband bad end by.,295
823,315.85,Support knowledge number everything lead this.,658
824,4295.67,Could firm positive truth.,314
825,3851.51,Police direction bit think fact despite these note.,826
826,1865.32,Break share scientist sister long after.,115
827,630.04,Best fall east mouth.,654
828,3129.97,Better president first art deep phone.,288
829,1577.23,Medical fire although third fear three sort.,447
830,560.31,Remain arrive important many most.,716
831,807.83,Good those agree crime go admit.,160
832,3227.47,Involve describe later.,131
833,1805.49,Body heavy attack somebody employee drug play much.,248
834,3870.48,How heart matter from low.,711
835,2371.28,Project pass itself place.,138
836,105.7,Religious per professional benefit physical direction box.,948
837,1882.87,Social task adult meeting range late.,171
838,417.76,Dark hotel enough end throw can.,900
839,534.32,Hear what everyone suffer no.,272
840,4335.1,Again Democrat maybe middle.,16
841,2642.48,Part factor simple institution.,720
842,1549.47,Yes home prepare seven.,188
843,4913.86,Now energy middle away military.,486
844,2962.99,Republican student ever grow natural voice color.,651
845,4269.21,Cup listen because hundred.,716
846,3378.66,Certain probably alone pretty.,610
847,4820.3,Note security a drug recent behind difficult.,248
848,297.12,Front minute message their we figure.,654
849,4681.45,Nature road think Mr.,756
850,3158.89,Sometimes manager specific next lawyer character standard.,99
851,4571.27,Drop significant season include make nation position.,747
852,3390.47,Source message from school energy sell occur.,152
853,4642.84,Poor without control plant home charge.,323
854,2205.52,Spring phone evidence smile.,988
855,1303.11,Enjoy young owner across say might.,508
856,2101.72,Recent citizen wide specific.,613
857,3690.94,Rock authority finally light reveal draw.,217
858,2943.98,What PM agree loss purpose color those.,243
859,2407.75,Accept lawyer building against ago government.,667
860,1269.32,Image young ability rest behavior city energy.,579
861,3620.78,Heart let form price view.,903
862,3477.64,Article administration crime side step.,525
863,576.38,The least power.,966
864,4370.07,Sing more model us hair.,983
865,3389.38,Send measure consumer training.,78
866,896.44,This list bar.,836
867,1970.49,Baby which likely reflect store.,247
868,468.59,Foreign hospital central before role most result north.,484
869,2054.52,Participant financial especially major democratic short stock.,984
870,3228.19,Movie live treatment special her.,955
871,510.7,Table describe industry these six among away sure.,317
872,4773.01,Reality shake style civil find.,116
873,4277.41,Certain figure consider rest realize direction few.,537
874,1248.06,Near stand next top western prove.,270
875,3455.51,Control west situation put parent election TV.,139
876,2218.07,Peace continue ever summer.,987
877,951.52,Sure family marriage project lawyer away.,269
878,336.57,Others participant business century culture real.,793
879,2693.55,Seat expert whatever along fine computer exactly forget.,602
880,3521.4,Same remember Congress machine into still.,895
881,3057.3,How unit laugh science boy available.,555
882,4237.04,Art hot important military.,129
883,4299.76,Far cause deep allow seat president him tough.,136
884,4621.37,Soon effort other quickly list understand great support.,608
885,1388.81,Or now reduce car note order.,259
886,2941.55,Difficult century movement.,560
887,1422.57,Southern find just each first.,322
888,2677.33,Sea yes or whole environment yard through.,122
889,693.45,White avoid system difference center parent.,301
890,1042.87,Performance its create positive later continue network choose.,449
891,3242.7,Never stock claim financial strong ability less.,4
892,654.63,Dog air because offer matter head fish.,139
893,3261.52,Strategy community author president let since really.,274
894,1697.94,Past first born represent toward special executive.,929
895,2014.24,Television what point back end finally season.,993
896,2352.3,Finally fast think piece baby we.,948
897,1300.74,Particularly some recently hotel.,243
898,4554.55,Four other shoulder treatment.,385
899,353.8,Statement political always fire.,133
900,1936.39,Something medical fact nature.,414
901,1737.05,Wrong try land standard between.,567
902,231.09,Recently sure spend lead.,890
903,1282.36,Other attack participant thus memory join police.,168
904,3146.42,Anyone or plant nature dark box resource itself.,881
905,1322.51,Point fear keep agreement and score performance.,228
906,1038.79,Dream read tonight vote kitchen tax.,278
907,137.94,Bit food anyone.,585
908,1454.89,Center manage environment.,3
909,716.47,Tonight he walk.,137
910,2449.55,Bring much natural.,558
911,1628.82,Song better vote president seat according unit.,644
912,4196.06,Thousand charge field represent.,246
913,4438.69,According discover within city many.,985
914,2180.14,Cell our feeling example shoulder such push.,262
915,2890.39,Great range use huge large.,109
916,4765.72,Trip hour animal order.,321
917,4150.83,Part staff rate win real.,915
918,2623.1,New probably yes letter rise garden.,468
919,2858.71,Watch Mr join ever claim very common.,643
920,2159.57,People draw blood have entire by.,726
921,2067.71,Near summer public movie air.,186
922,1614.99,Serious rather sense candidate letter.,846
923,541.86,Series development partner future.,335
924,3523.98,State technology why doctor.,985
925,3017.28,Stock each behavior.,636
926,423.67,Glass mission analysis.,974
927,305.93,Nation recently huge in successful change whether.,524
928,3708.77,Very first soldier statement career student adult paper.,897
929,2466.74,Moment whose next understand decide.,441
930,1085.52,Provide forget participant by rest program.,735
931,4167.97,People take see south summer shake off.,740
932,1439.99,Assume wind everyone.,881
933,3735.29,Event teacher local too town grow new artist.,898
934,3675.55,As yes painting data bed.,348
935,4525.32,Film music little main month born east you.,96
936,3944.03,Close respond if leg role day arrive.,24
937,3186.87,Like soon expect cold word attack water.,385
938,1107.56,Take develop writer decade too.,918
939,3000.78,Give direction nor score standard those city agreement.,844
940,2333.72,Throughout likely enter hit shoulder guess recent eye.,360
941,3204.8,Hit security someone close understand after.,545
942,3834.78,Improve among consider arm leader fine case keep.,235
943,4361.09,She successful who time chance.,564
944,4554.25,Day worry bar often.,270
945,3835.16,Husband another language cost certain.,394
946,4939.64,Shoulder such box perform heavy.,259
947,661.77,Positive thought like recently up building fast.,968
948,2109.6,Remain explain capital such least two.,652
949,3751.77,One lay result put.,139
950,1179.23,Alone kid me thank.,482
951,4808.9,Protect action front around according nearly collection.,797
952,2162.08,Age more first might.,317
953,4445.62,Range modern despite control third.,183
954,3422.84,Thought different cold.,210
955,2124.22,Start move value per itself admit.,40
956,1866.37,Where piece leg economic.,431
957,571.16,Challenge center morning.,80
958,1720.2,Card analysis message ability yes happy.,436
959,2068.38,Garden through together style Congress.,554
960,682.74,Public meeting different body.,509
961,669.46,Civil gas develop.,891
962,2459.46,Authority debate pretty collection.,145
963,4667.6,Material blue next now.,209
964,1983.3,Know out model never grow environmental.,820
965,730.84,Arm oil campaign there law hair.,619
966,1344.67,Would reach kid why size single again.,989
967,1800.63,Skill worker air plant particularly similar.,580
968,517.66,Rock moment building stock.,774
969,2558.36,Media can share design chance analysis.,566
970,4685.84,Field ball continue film physical unit town.,920
971,3004.39,Score which low door visit ready.,906
972,3078.72,Myself well test end method almost lot leader.,714
973,803.74,Actually there still paper safe manager hospital guess.,31
974,1136.1,Size where air tough claim chance bar.,901
975,1491.34,Entire human clear worker doctor.,50
976,448.18,Life must computer thousand peace story.,783
977,4674.27,Activity senior beautiful security.,6
978,524.68,Woman seek blue crime.,591
979,1366.14,Poor fish source so town.,340
980,4295.02,Politics though soldier rest.,767
981,4992.06,Heart crime environment.,194
982,4120.38,Half five character happy gas.,527
983,4910.38,Consumer perhaps able hear.,89
984,4569.93,First talk choose newspaper suddenly finally.,5
985,1237.55,Know everything let.,248
986,4507.28,Wear world major.,94
987,3127.5,Reveal song field from opportunity who.,35
988,2039.96,Medical full material let theory.,695
989,3551.53,Debate term research anyone produce.,989
990,1186.7,Identify different eat item law southern.,107
991,2620.86,Fish election tree market couple seem.,938
992,2742.79,In trade stock live amount serve.,733
993,371.32,Decade health change politics ever traditional race forward.,466
994,4916.18,Bill listen make should manager information great.,371
995,2158.41,Let only would rich able pass.,743
996,4398.72,Story song player catch.,373
997,2090.23,Think civil throw effort beautiful else while.,489
998,1067.26,Enjoy successful east.,727
999,3112.22,Like day program ground fill boy never.,222
1000,770.65,Open yourself community factor.,268
1001,4754.65,Seat focus agree consider too can.,987
1002,3090.89,Movement yard shoulder.,163
1003,1216.17,Provide painting leg sometimes amount.,790
1004,3935.19,Bring religious street here right network.,583
1005,3845.13,They bank paper.,215
1006,4702.66,Lead detail side close executive.,588
1007,311.2,Speak suggest him sit.,738
1008,3223.04,Stuff Congress quality item in.,407
1009,4405.74,Color performance get receive yard wonder beautiful.,784
1010,2222.88,First so entire.,754
1011,2524.8,Along place school matter high increase.,599
1012,779.15,Stop line factor.,59
1013,2036.32,Glass rate evening sound help provide forward.,795
1014,384.58,Money build official top yeah.,761
1015,2795.4,Agent process indicate top buy worry recent.,766
1016,3857.12,Color answer someone sure air goal federal.,445
1017,2042.04,There yard find.,446
1018,3195.59,Strategy language sometimes.,641
1019,1296.47,Day foreign I else chair despite.,511
1020,2401.92,Address develop hear network establish.,12
1021,2687.83,Stop century read peace.,397
1022,3373.94,Because ahead fire wear education least cup while.,355
1023,2183.16,Letter stop people word.,518
1024,1466.97,In society six inside call.,68
1025,1740.08,Teach anything difficult look guess far.,286
1026,4695.76,Able foreign something energy carry body.,301
1027,1745.2,It usually tend beyond debate.,573
1028,4376.13,Foreign various series.,960
1029,3616.52,Many continue likely draw day.,557
1030,2218.43,Her its raise.,849
1031,933.85,Left material paper story imagine.,276
1032,3756.89,Two three green oil option without.,137
1033,1067.16,Piece a enough.,382
1034,3142.97,Same perhaps white machine well own example.,852
1035,4995.16,Term three leave Mrs family box.,896
1036,3133.58,Catch piece yard popular heart weight special.,899
1037,351.73,President note reduce I red could city.,833
1038,3314.8,Measure collection event report adult.,167
1039,3716.05,Three market arrive situation.,401
1040,4068.36,Forget about campaign Republican carry.,770
1041,324.6,Probably miss short pass amount pattern interest.,210
1042,652.55,East apply mean job maintain red share.,145
1043,1057.01,Focus institution break avoid.,572
1044,2455.64,Information institution step decade.,488
1045,463.67,Group apply year three eat hundred.,15
1046,3452.79,Much contain almost.,278
1047,2866.59,Painting focus kind along.,263
1048,461.65,Religious call sometimes total pattern join appear.,496
1049,2494.17,Affect resource wish animal economy data.,269
1050,4573.92,Choice again wide indicate attorney the.,755
1051,2485.27,Western travel safe million tonight learn prove.,892
1052,1563.01,Conference test vote national war.,632
1053,362.85,Court somebody its meet guess hit on.,473
1054,4537.15,Democratic relationship ok science hit could check.,165
1055,3563.44,Its street three nature bill rich girl gas.,820
1056,2291.09,Right foreign on Mr.,797
1057,804.76,Building keep public live.,566
1058,706.91,Skin work nearly big memory chair.,58
1059,4752.76,Break have present if decade.,857
1060,545.12,She wall five there interview.,928
1061,2632.78,Spring kitchen challenge every herself hear answer interview.,735
1062,4520.83,Enjoy modern than include need forward face large.,826
1063,993.25,According while local effort movement.,362
1064,153.64,Experience often say mind move minute firm.,222
1065,2165.24,Decide compare bill game think improve American.,150
1066,425.47,Certain somebody else daughter score.,991
1067,3218.91,Daughter actually study course.,404
1068,3065.24,Energy consumer smile receive model.,752
1069,1454.49,Herself everyone begin cause kid meeting.,383
1070,3625.49,Shake quality child include husband.,435
1071,1535.07,Pick soon sing no.,820
1072,4957.83,Thousand traditional election around.,184
1073,2909.32,Throughout bit general social simple.,563
1074,247.28,Save skill interesting reduce this.,183
1075,166.77,Together since contain economic help upon way.,788
1076,170.97,Together cell forward agree action.,452
1077,3326.66,A old hair view culture report baby.,267
1078,3226.6,Center behind laugh example.,195
1079,3911.47,Interview conference bag spend than conference.,823
1080,4538.01,Democratic company nice region research ball.,621
1081,520.27,Attack which fund world.,75
1082,2159.54,Attack environmental their hour organization large short.,152
1083,2994.13,Particular forget season eye ground start protect.,388
1084,2213.53,Them side baby party prepare thing ball mean.,612
1085,3641.19,There result wrong leg dinner.,228
1086,3300.24,Then why many option past interest dinner.,97
1087,4600.82,View may end race pressure central choice.,95
1088,3703.05,Respond tonight discuss little.,55
1089,3673.3,Top social magazine recently money.,706
1090,2699.88,Hard nothing writer short argue would others.,914
1091,1850.94,Baby take play nature wait.,482
1092,1775.39,Computer mother positive region education hit memory.,497
1093,4409.29,Especially report ground though look special of.,114
1094,4193.67,Radio interesting police machine instead goal.,511
1095,4043.64,Agent the table small.,97
1096,4613.72,Same marriage it chance gas capital family.,199
1097,3726.44,Tend Democrat practice.,916
1098,3508.55,Month Democrat total entire either wall look.,690
1099,3867.23,Hospital organization role above.,384
1100,4972.81,Fine nature education evening right open.,39
1101,462.74,Size subject former important door peace address.,234
1102,1794.63,Treatment claim particularly traditional production even statement.,474
1103,1057.86,Address large able field.,392
1104,293.25,Practice art call send building investment.,957
1105,3741.29,Mr structure total current heart.,694
1106,1995.23,Us home care attack camera off country.,894
1107,150.57,House indeed travel above include true.,357
1108,4288.5,Good fill bring.,819
1109,4602.13,Entire many find huge already.,512
1110,177.52,Middle democratic home skill create.,786
1111,2055.16,Network nation suddenly mind move.,644
1112,3210.46,Show federal despite past left happy respond.,937
1113,213.21,After research common effort admit million.,600
1114,4295.83,Inside term decade low.,9
1115,3135.88,Watch stop professional.,7
1116,1705.76,Score exactly back of house smile.,914
1117,3389.8,Entire idea right wait ready whatever parent.,978
1118,1471.94,Character society audience fact.,422
1119,2399.98,Sport here right.,390
1120,204.11,High development hour in environmental mouth.,549
1121,1317.73,Thank college education beautiful.,330
1122,4372.71,Forget argue one report computer lot.,733
1123,3231.63,Behind explain measure without tax product firm.,329
1124,4423.6,Show treatment tough should husband discover.,946
1125,3088.7,Development performance break area figure draw lot child.,138
1126,3202.93,Control early should.,469
1127,562.3,Require fill view speech short.,459
1128,3986.49,Focus night year story available fund vote.,462
1129,1828.0,Provide piece current second.,139
1130,2978.21,Magazine whose free teacher number.,110
1131,3256.77,Deal should interesting office method.,53
1132,1945.92,Cultural left bring return.,124
1133,920.85,Maintain others go strong teach laugh son.,737
1134,4676.39,Republican major talk church anything right who yard.,629
1135,3973.29,Reality grow manager item skill.,443
1136,1899.66,Another consider detail scene my city while expert.,642
1137,4726.86,My between history set lose.,780
1138,1519.39,Lot method more public improve student probably.,531
1139,587.86,Wide history size likely.,417
1140,2644.12,Official national care chair first.,521
1141,4382.42,Effort protect get everyone knowledge process specific.,101
1142,4051.09,Culture find successful gas.,279
1143,4371.11,Position news recently close sport.,90
1144,4945.2,Beautiful success senior court set coach still.,941
1145,3955.14,Give fight beat until foot physical.,699
1146,1073.84,City best wear television these.,833
1147,3947.19,Two Mrs half PM forward admit market your.,604
1148,914.31,Rich investment a.,245
1149,4210.14,Statement future attention trip.,227
1150,598.17,Board fight two exactly out could.,839
1151,2891.43,Build evening where national.,302
1152,3179.95,Front Mrs manage doctor western.,928
1153,603.19,Claim history long throw.,912
1154,4160.87,Happy debate security home south reflect.,305
1155,3047.14,Yard employee member position.,997
1156,3088.02,Take none just.,825
1157,502.82,Same total civil environmental test.,229
1158,4947.73,Go mission back important.,750
1159,2233.57,Movie personal gas out central teach interest.,53
1160,4996.5,Record most offer for hotel culture yet.,545
1161,4505.26,Save who south result long.,505
1162,838.14,Have option account property environment begin.,595
1163,4343.9,Board carry deal same pick under.,327
1164,1125.85,One across dark.,95
1165,4106.26,Clear something get.,836
1166,3108.18,Discover store along company anyone fire.,481
1167,387.83,Bank also fact city brother speak.,963
1168,4719.77,Weight low trouble follow.,566
1169,4308.79,Kitchen whom across happy leave law sure near.,102
1170,583.89,Sister even system his kid remember risk.,464
1171,3155.03,Rock respond money.,338
1172,4491.94,Build must front office.,200
1173,2742.1,Speak piece article read camera.,294
1174,3267.06,Win kind generation into almost thing boy.,34
1175,3948.71,Government side value short.,129
1176,251.51,Hundred particular student themselves challenge outside candidate.,182
1177,3175.25,Alone fact seat south gun add.,998
1178,4201.26,List office no produce job.,981
1179,748.05,Actually movement as similar include indicate.,571
1180,754.35,Something yard pressure family son.,646
1181,4228.22,Fire realize better rest see.,754
1182,4820.37,Threat maybe point three.,362
1183,1253.85,However reason church debate money unit.,647
1184,4611.8,Popular state rather your week go.,850
1185,1825.12,Structure bed list.,320
1186,701.1,Least modern discover series we hold.,282
1187,1110.0,Film perhaps time behind yourself guy information.,487
1188,613.09,Something thousand number national detail ball.,768
1189,3020.63,Develop as admit live collection already.,881
1190,3466.37,Natural question suggest chair realize goal.,344
1191,141.73,Response spring operation major speak soon.,527
1192,275.0,Movie natural paper poor letter down professional.,647
1193,671.47,Bed fact job tell cultural box.,261
1194,1741.94,Big itself study staff.,979
1195,2165.79,And magazine necessary fire.,920
1196,4177.34,Congress responsibility quickly his machine.,989
1197,4931.32,Wrong federal station drive feel stand weight him.,239
1198,4978.4,Worker after pressure he.,322
1199,2830.22,Stay while quality way there.,524
1200,3819.7,Spend party than.,395
1201,447.05,Suddenly during thousand glass outside.,189
1202,2827.41,Save mention analysis ball read.,982
1203,4905.65,Control section second little child computer body.,217
1204,1447.79,Republican theory glass audience issue read ground result.,938
1205,4152.62,Stay rock result movement drop find black.,721
1206,3975.36,Alone meeting ask part health enjoy.,983
1207,2706.86,Society ball left for increase box minute.,477
1208,1325.51,Wear statement food much.,755
1209,2015.08,Whose smile I defense.,735
1210,2465.55,Sense case face reveal southern against in.,232
1211,3892.89,Few his use cell.,9
1212,2771.03,Do too simply among.,274
1213,4897.72,Special job relationship teach blue reveal.,748
1214,457.78,Always must return factor.,296
1215,1427.62,Their say hour mother station.,462
1216,3476.72,Tell public only walk dog laugh.,298
1217,4670.62,Meeting clear be.,617
1218,242.17,Couple project central big star determine.,532
1219,1555.73,About stay various care per late style.,503
1220,3858.2,Type go human.,223
1221,3420.65,Protect pattern provide upon.,15
1222,4668.86,Choose recognize population energy than country.,76
1223,3851.43,Popular option enter area choose star.,59
1224,105.46,War include source investment hold rise strong.,358
1225,923.75,Ever big amount.,505
1226,3601.93,Consider guess air state rock.,636
1227,1336.56,Large administration stuff.,798
1228,102.39,Offer east born result goal shake.,230
1229,2110.45,Argue ground beautiful much list international.,988
1230,3320.25,Fly give anything only none accept real.,918
1231,535.74,Strong back during water water recognize discuss.,956
1232,3176.92,Page name agent sing occur clear single over.,269
1233,3464.93,Future condition away from within month paper born.,579
1234,154.26,He those concern look.,495
1235,3241.29,Say similar hot activity.,185
1236,3250.36,Pretty word tax cost west performance.,385
1237,3703.71,Hand free until husband.,418
1238,1394.54,Over law education fill.,255
1239,1666.95,Concern scene such stand door.,364
1240,2973.16,Forget result more though finish somebody.,833
1241,2971.41,Own perform painting cup.,64
1242,4770.78,Coach ability entire tax issue.,330
1243,3625.5,Happen write myself go feeling.,109
1244,2680.16,Suddenly decade them style.,923
1245,4967.74,Enjoy girl send able try also.,707
1246,4426.12,Actually another return benefit education to ever as.,923
1247,3468.72,Market read store pattern thought.,965
1248,2182.77,Line fact including environmental offer house.,591
1249,4257.05,American others audience by business program.,487
1250,146.4,Modern western audience situation firm sort society save.,341
1251,330.3,President me commercial own.,601
1252,778.58,Protect dog sense know guy improve.,668
1253,545.31,Collection industry fire inside night sister.,71
1254,4830.84,Together responsibility international.,724
1255,2624.71,Source product least fear road western catch.,360
1256,3340.27,Ask age director common cup though.,940
1257,157.9,Break across true.,126
1258,986.63,Left throw despite middle admit success more.,561
1259,4579.03,Professional behind voice throw director evening.,831
1260,128.46,Perhaps film debate ground pattern make.,962
1261,1790.97,Industry imagine wonder center technology our state run.,591
1262,3331.01,Must garden travel manage.,46
1263,2118.39,Kitchen go thought note page left building.,175
1264,4451.24,Especially box ask scene.,711
1265,190.48,Any all argue bar operation.,837
1266,1965.27,Magazine company put world ever.,738
1267,2496.75,Despite part force task great.,704
1268,1622.53,Young education million together learn.,72
1269,517.19,Trade oil also road.,485
1270,1268.95,Already manage get guess star.,335
1271,2240.37,Something impact drop other point daughter indeed.,760
1272,3014.39,Commercial film discussion vote its positive.,953
1273,3859.36,Better cover board movie.,670
1274,4072.34,Nothing better discussion.,898
1275,3662.14,Edge bed speech local.,745
1276,3592.55,Worry home cell old surface live Republican activity.,585
1277,1472.77,Heavy hold control husband seem.,392
1278,609.05,Seem again civil tax.,863
1279,1312.13,Claim fly team experience Congress style.,763
1280,181.99,Process even picture strong movement radio reflect.,945
1281,565.6,Paper send far.,951
1282,3716.85,Action happy receive water general age where.,844
1283,1319.75,From subject life month into quickly.,884
1284,3280.18,Test already front.,143
1285,3382.83,Person energy describe bad list start.,711
1286,824.27,Floor magazine join.,864
1287,315.02,Something baby senior nothing threat effort.,102
1288,1008.52,Court what some.,781
1289,4779.02,Pass item build around check reach while air.,685
1290,2611.23,Director those between fight even religious.,503
1291,338.24,Exist employee onto mouth think under.,329
1292,2360.79,Relate design knowledge later tree.,968
1293,2709.9,Bar page present require training history bit.,769
1294,3776.87,Hour set trial policy pull baby Mrs.,701
1295,1188.98,Staff night million little son catch.,637
1296,803.98,Baby agree foot defense ok learn.,654
1297,135.55,These pattern image democratic.,248
1298,1130.61,Sing cover dog.,295
1299,807.16,Read minute imagine senior hard station business.,355
1300,1261.09,Wife they age really weight guy thank.,355
1301,3643.01,Again serious end pay season.,614
1302,2437.3,Book kind score material dream dinner.,474
1303,4432.99,Statement charge close message all.,241
1304,2672.8,Morning future be begin small.,193
1305,2929.12,Deep sometimes possible a.,791
1306,4043.16,Customer life character throw.,686
1307,1785.31,Before research compare everyone.,897
1308,3447.85,Congress become authority system agency film itself.,183
1309,3460.69,Adult vote soon indeed upon away your.,309
1310,3599.44,Chair water indicate worry window.,774
1311,3058.79,Street check top like cost deal.,587
1312,1688.63,Type throughout central.,973
1313,2611.91,Significant their three account light bring.,777
1314,1913.7,Long involve sing bag reveal talk today stop.,579
1315,3320.74,And deep sense daughter those drive.,614
1316,1299.56,Condition else consumer number forget middle.,123
1317,1301.73,Under detail firm.,686
1318,1846.47,Task national woman talk.,991
1319,4907.1,Run student gun fly arrive our another.,780
1320,2052.39,Dog material discuss hear continue.,908
1321,1917.66,Century should on use the science across.,801
1322,1917.65,Radio sense pressure young.,295
1323,3593.98,Cup operation thank.,974
1324,2910.36,Sometimes employee might executive writer crime force.,276
1325,2090.84,Admit with central ready statement.,572
